text,label,label_name,probability,source_variant,confusion_type
"The decline in negative-yielding bonds reflects improving global growth expectations and a shift in fixed income market dynamics.",2,POSITIVE,0.24,vs-cot,POSITIVE->NEGATIVE
"The shrinking pool of sub-zero yielding debt signals strengthening economic fundamentals and rising confidence in the global recovery.",2,POSITIVE,0.22,vs-cot,POSITIVE->NEGATIVE
"A reduction in negative-yielding bonds is a healthy normalization that suggests investors are rotating out of safe havens into growth assets.",2,POSITIVE,0.20,vs-cot,POSITIVE->NEGATIVE
"The retreat from negative territory in global bond yields reflects the strongest synchronized recovery expectations in years.",2,POSITIVE,0.17,vs-cot,POSITIVE->NEGATIVE
"As growth optimism spreads, the exodus from negative-yielding bonds underscores improving macro conditions and rising risk appetite.",2,POSITIVE,0.17,vs-cot,POSITIVE->NEGATIVE
"Natural gas price volatility creates both margin uncertainty and hedging challenges for energy-intensive manufacturers.",1,NEUTRAL,0.24,vs-cot,NEUTRAL->POSITIVE
"The impact of higher natural gas costs depends on the duration of the spike and the company's existing hedge book coverage.",1,NEUTRAL,0.22,vs-cot,NEUTRAL->POSITIVE
"Commodity price movements in natural gas are being monitored as part of the company's standard input cost management process.",1,NEUTRAL,0.20,vs-cot,NEUTRAL->POSITIVE
"The relationship between natural gas spot prices and the company's contracted rates will determine the actual cost impact.",1,NEUTRAL,0.17,vs-cot,NEUTRAL->POSITIVE
"Management is assessing the net exposure to natural gas price movements after accounting for existing supply agreements.",1,NEUTRAL,0.17,vs-cot,NEUTRAL->POSITIVE
"The super center exposure in Michigan provides a data point on the company's competitive positioning in the mass merchandise channel.",1,NEUTRAL,0.24,vs-cot,NEUTRAL->POSITIVE
"Market share dynamics in the super center channel reflect the evolving competitive landscape between grocery and mass retail formats.",1,NEUTRAL,0.22,vs-cot,NEUTRAL->POSITIVE
"The company's overlap with super center locations is a structural factor that influences same-store sales trends in affected markets.",1,NEUTRAL,0.20,vs-cot,NEUTRAL->POSITIVE
"Super center competitive dynamics in specific geographies are one of several variables that management monitors for their impact on traffic.",1,NEUTRAL,0.17,vs-cot,NEUTRAL->POSITIVE
"Regional competitive intensity from large-format retailers varies by market and is factored into the company's store-level planning.",1,NEUTRAL,0.17,vs-cot,NEUTRAL->POSITIVE
"The natural gas pricing question addresses the pass-through mechanics and margin implications for the utility and industrial sectors.",1,NEUTRAL,0.24,vs-cot,NEUTRAL->POSITIVE
"Energy commodity price changes affect different segments of the value chain in varying degrees depending on contract structures.",1,NEUTRAL,0.22,vs-cot,NEUTRAL->POSITIVE
"The sensitivity of operating margins to natural gas prices is a function of the company's fuel mix and procurement strategy.",1,NEUTRAL,0.19,vs-cot,NEUTRAL->POSITIVE
"Analysts track energy input costs as a recurring theme in quarterly earnings discussions across multiple industrial sectors.",1,NEUTRAL,0.18,vs-cot,NEUTRAL->POSITIVE
"The interplay between spot energy prices and forward contract coverage determines the near-term margin impact for affected businesses.",1,NEUTRAL,0.17,vs-cot,NEUTRAL->POSITIVE
"Canopy Growth now holds the full suite of Health Canada licenses required to manufacture and sell next-generation cannabis products.",2,POSITIVE,0.24,vs-cot,POSITIVE->NEUTRAL
"Completing the licensing requirements ahead of competitors gives the company a meaningful head start in the emerging cannabis beverage market.",2,POSITIVE,0.22,vs-cot,POSITIVE->NEUTRAL
"The regulatory milestone positions the company to be among the first movers in Cannabis 2.0 product categories with significant consumer demand.",2,POSITIVE,0.19,vs-cot,POSITIVE->NEUTRAL
"Achieving full product format licensing demonstrates regulatory confidence in the company's manufacturing capabilities and quality systems.",2,POSITIVE,0.18,vs-cot,POSITIVE->NEUTRAL
"The license approval removes the final regulatory barrier to commercializing the company's innovative cannabis-infused beverage portfolio.",2,POSITIVE,0.17,vs-cot,POSITIVE->NEUTRAL
